# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	650
case_id	branch	seed_id	variant	carrier_id	carrier	leading_prefix	first	connector	second	construction	continuation_id	continuation	string	n_tok	tokens	token_ids	pre_second_body_tokens	second_realised_tokens	completion_pos	completion_token	raw_pre_second_541	raw_completion_541	raw_completion_increment	raw_completion_best_other	raw_completion_best_other_value	raw_completion_margin	peak_541	peakpos_541	peak_token_541	best_other	best_other_peak	signed_541_margin	dest	retained_541	winner_peak	reported_delta	target_peaks_at_completion	baseline_variant	notes	native_connector	frame_class	source_provenance	known_member	related_member	arbitrary_a	arbitrary_b
FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_KNOWN	THEY_SAID	they said 		anchor	to	face	anchor to face	NONE		they said anchor to face	5	["they", " said", " anchor", " to", " face"]	[9930, 531, 18021, 284, 1986]	4	1	5	 face	-0.015474	-0.125785	-0.110311	2162	2.046225	-2.17201	-0.000102	0	<BOS>	1888	2.544851	-2.544953	1888	0	2.544851	0.183982	0	KNOWN_REPEAT	arbitrary first plus known second	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	face	back	anchor	chimney
FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_REPEAT	THEY_SAID	they said 		anchor	to	anchor	anchor to anchor	NONE		they said anchor to anchor	5	["they", " said", " anchor", " to", " anchor"]	[9930, 531, 18021, 284, 18021]	4	1	5	 anchor	-0.015474	1.385906	1.40138	2566	2.633478	-1.247572	1.385906	5	 anchor	2566	2.633478	-1.247572	2566	0	2.633478	0.088627	1	KNOWN_REPEAT	predeclared arbitrary member repeated	to	NOVEL_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_DISTINCT	THEY_SAID	they said 		anchor	to	chimney	anchor to chimney	NONE		they said anchor to chimney	6	["they", " said", " anchor", " to", " chim", "ney"]	[9930, 531, 18021, 284, 18205, 1681]	4	2	6	ney	-0.015474	-0.001848	0.013626	1888	2.092942	-2.09479	-0.000102	0	<BOS>	1888	2.544851	-2.544953	1888	0	2.544851	0.183982	0	KNOWN_REPEAT	two predeclared arbitrary members	to	NOVEL_DISTINCT	HELDOUT_FAMILIAR	face	back	anchor	chimney
FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	KNOWN_NO_CONNECTOR	THEY_SAID	they said 		face		face	face face	NONE		they said face face	4	["they", " said", " face", " face"]	[9930, 531, 1986, 1986]	3	1	4	 face	-0.021691	-0.112601	-0.09091	1691	2.233506	-2.346107	-0.000102	0	<BOS>	2256	2.360869	-2.360971	2256	0	2.360869	0.053377	0	KNOWN_REPEAT	known repetition with connector removed	to	NO_CONNECTOR	HELDOUT_FAMILIAR	face	back	anchor	chimney
FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_NO_CONNECTOR	THEY_SAID	they said 		anchor		anchor	anchor anchor	NONE		they said anchor anchor	4	["they", " said", " anchor", " anchor"]	[9930, 531, 18021, 18021]	3	1	4	 anchor	-0.036669	-0.113039	-0.076371	1888	1.923117	-2.036157	-0.000102	0	<BOS>	1888	2.544851	-2.544953	1888	0	2.544851	0.183982	0	KNOWN_REPEAT	arbitrary repetition with connector removed	to	NO_CONNECTOR	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__AND__BARE__NONE	REPEAT_CONNECTOR	TO_FACE	AND	BARE			face	and	face	face and face	NONE		face and face	3	["face", " and", " face"]	[2550, 290, 1986]	2	1	3	 face	-0.034034	2.286856	2.320889	2659	3.288421	-1.001566	2.286856	3	 face	2659	3.288421	-1.001566	2659	0	3.288421	0.660573	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__OR__BARE__NONE	REPEAT_CONNECTOR	TO_FACE	OR	BARE			face	or	face	face or face	NONE		face or face	3	["face", " or", " face"]	[2550, 393, 1986]	2	1	3	 face	-0.012177	2.805249	2.817425	2659	3.58732	-0.782071	2.805249	3	 face	2659	3.58732	-0.782071	2659	0	3.58732	0.782071	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__TO__BARE__NONE	REPEAT_CONNECTOR	TO_FACE	TO	BARE			face	to	face	face to face	NONE		face to face	3	["face", " to", " face"]	[2550, 284, 1986]	2	1	3	 face	-0.118443	2.569028	2.687471	3026	2.537744	0.031284	2.569028	3	 face	3026	2.537744	0.031284	541	1	2.569028	0.031284	1	TO	native connector	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__BY__BARE__NONE	REPEAT_CONNECTOR	TO_FACE	BY	BARE			face	by	face	face by face	NONE		face by face	3	["face", " by", " face"]	[2550, 416, 1986]	2	1	3	 face	-0.141648	2.817494	2.959142	1691	2.982366	-0.164872	2.817494	3	 face	1691	2.982366	-0.164872	1691	0	2.982366	0.164872	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__AFTER__BARE__NONE	REPEAT_CONNECTOR	TO_FACE	AFTER	BARE			face	after	face	face after face	NONE		face after face	3	["face", " after", " face"]	[2550, 706, 1986]	2	1	3	 face	-0.105954	2.070552	2.176506	1738	2.528541	-0.457989	2.070552	3	 face	1738	2.528541	-0.457989	1738	0	2.528541	0.143449	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__AND__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_FACE	AND	V9_SPACE		 	face	and	face	face and face	NONE		 face and face	3	[" face", " and", " face"]	[1986, 290, 1986]	2	1	3	 face	-0.035173	2.415484	2.450657	2659	3.251702	-0.836218	2.415484	3	 face	2659	3.251702	-0.836218	2659	0	3.251702	0.64551	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__OR__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_FACE	OR	V9_SPACE		 	face	or	face	face or face	NONE		 face or face	3	[" face", " or", " face"]	[1986, 393, 1986]	2	1	3	 face	-0.009449	2.604081	2.61353	2659	3.559451	-0.95537	2.604081	3	 face	2659	3.559451	-0.95537	2659	0	3.559451	0.95326	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__TO__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_FACE	TO	V9_SPACE		 	face	to	face	face to face	NONE		 face to face	3	[" face", " to", " face"]	[1986, 284, 1986]	2	1	3	 face	-0.080088	2.341924	2.422012	3026	3.214747	-0.872823	2.341924	3	 face	3026	3.214747	-0.872823	3026	0	3.214747	0.2975	1	TO	native connector	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__BY__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_FACE	BY	V9_SPACE		 	face	by	face	face by face	NONE		 face by face	3	[" face", " by", " face"]	[1986, 416, 1986]	2	1	3	 face	-0.101423	2.464535	2.565958	1691	2.726046	-0.261511	2.464535	3	 face	1691	2.726046	-0.261511	1691	0	2.726046	0.119855	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_FACE	AFTER	V9_SPACE		 	face	after	face	face after face	NONE		 face after face	3	[" face", " after", " face"]	[1986, 706, 1986]	2	1	3	 face	-0.08512	2.951996	3.037116	1738	2.942315	0.009681	2.951996	3	 face	1738	2.942315	0.009681	541	1	2.951996	0.009681	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_FACE	AND	THE_PHRASE	the phrase 		face	and	face	face and face	NONE		the phrase face and face	5	["the", " phrase", " face", " and", " face"]	[1169, 9546, 1986, 290, 1986]	4	1	5	 face	-0.011086	1.984402	1.995488	2659	2.965234	-0.980832	1.984402	5	 face	2073	3.233145	-1.248743	2073	0	3.233145	0.267911	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__OR__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_FACE	OR	THE_PHRASE	the phrase 		face	or	face	face or face	NONE		the phrase face or face	5	["the", " phrase", " face", " or", " face"]	[1169, 9546, 1986, 393, 1986]	4	1	5	 face	-0.001428	1.958107	1.959535	2659	3.426456	-1.468349	1.958107	5	 face	2659	3.426456	-1.468349	2659	0	3.426456	0.193311	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_FACE	TO	THE_PHRASE	the phrase 		face	to	face	face to face	NONE		the phrase face to face	5	["the", " phrase", " face", " to", " face"]	[1169, 9546, 1986, 284, 1986]	4	1	5	 face	-0.136428	2.736377	2.872805	2326	2.788263	-0.051886	2.736377	5	 face	2073	3.233145	-0.496768	2073	0	3.233145	0.444882	1	TO	native connector	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__BY__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_FACE	BY	THE_PHRASE	the phrase 		face	by	face	face by face	NONE		the phrase face by face	5	["the", " phrase", " face", " by", " face"]	[1169, 9546, 1986, 416, 1986]	4	1	5	 face	-0.100217	2.736418	2.836635	2371	2.671358	0.06506	2.736418	5	 face	2073	3.233145	-0.496727	2073	0	3.233145	0.48939	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_FACE	AFTER	THE_PHRASE	the phrase 		face	after	face	face after face	NONE		the phrase face after face	5	["the", " phrase", " face", " after", " face"]	[1169, 9546, 1986, 706, 1986]	4	1	5	 face	-0.074732	2.775022	2.849755	1691	2.344139	0.430883	2.775022	5	 face	2073	3.233145	-0.458123	2073	0	3.233145	0.458123	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_FACE	AND	THEY_SAID	they said 		face	and	face	face and face	NONE		they said face and face	5	["they", " said", " face", " and", " face"]	[9930, 531, 1986, 290, 1986]	4	1	5	 face	-0.009783	2.043674	2.053457	2659	3.420793	-1.377119	2.043674	5	 face	2659	3.420793	-1.377119	2659	0	3.420793	1.059924	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_FACE	OR	THEY_SAID	they said 		face	or	face	face or face	NONE		they said face or face	5	["they", " said", " face", " or", " face"]	[9930, 531, 1986, 393, 1986]	4	1	5	 face	-0.000537	1.487995	1.488532	2659	3.451325	-1.96333	1.487995	5	 face	2659	3.451325	-1.96333	2659	0	3.451325	1.090456	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_FACE	TO	THEY_SAID	they said 		face	to	face	face to face	NONE		they said face to face	5	["they", " said", " face", " to", " face"]	[9930, 531, 1986, 284, 1986]	4	1	5	 face	-0.027918	1.808582	1.8365	3026	2.790215	-0.981633	1.808582	5	 face	419	3.280018	-1.471436	419	0	3.280018	0.489803	1	TO	native connector	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_FACE	BY	THEY_SAID	they said 		face	by	face	face by face	NONE		they said face by face	5	["they", " said", " face", " by", " face"]	[9930, 531, 1986, 416, 1986]	4	1	5	 face	-0.051764	2.389325	2.441089	2371	2.803222	-0.413897	2.389325	5	 face	2371	2.803222	-0.413897	2371	0	2.803222	0.250595	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
REPEAT_CONNECTOR__TO_FACE__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_FACE	AFTER	THEY_SAID	they said 		face	after	face	face after face	NONE		they said face after face	5	["they", " said", " face", " after", " face"]	[9930, 531, 1986, 706, 1986]	4	1	5	 face	-0.021326	2.778537	2.799863	1738	2.870302	-0.091765	2.778537	5	 face	1738	2.870302	-0.091765	1738	0	2.870302	0.091765	1	TO	connector substitution under exact repetition	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	face	back	anchor	chimney
FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_REPEAT	BARE			shoulder	to	shoulder	shoulder to shoulder	NONE		shoulder to shoulder	4	["sh", "oulder", " to", " shoulder"]	[1477, 17601, 284, 8163]	3	1	4	 shoulder	-0.002575	3.535973	3.538547	2659	3.45459	0.081383	3.535973	4	 shoulder	2659	3.45459	0.081383	541	1	3.535973	0.081383	1	KNOWN_REPEAT	known member repeated in native connector frame	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_RELATED	BARE			shoulder	to	knee	shoulder to knee	NONE		shoulder to knee	4	["sh", "oulder", " to", " knee"]	[1477, 17601, 284, 10329]	3	1	4	 knee	-0.002575	2.042873	2.045448	2659	2.593052	-0.550179	2.042873	4	 knee	1790	2.860513	-0.81764	1790	0	2.860513	0.145295	1	KNOWN_REPEAT	known first plus related distinct second	to	RELATED_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_ARBITRARY	BARE			shoulder	to	garden	shoulder to garden	NONE		shoulder to garden	4	["sh", "oulder", " to", " garden"]	[1477, 17601, 284, 11376]	3	1	4	 garden	-0.002575	0.02484	0.027415	1888	2.62548	-2.60064	0.02484	4	 garden	1790	2.860513	-2.835673	1790	0	2.860513	0.145295	1	KNOWN_REPEAT	known first plus arbitrary distinct second	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_KNOWN	BARE			copper	to	shoulder	copper to shoulder	NONE		copper to shoulder	4	["co", "pper", " to", " shoulder"]	[1073, 2848, 284, 8163]	3	1	4	 shoulder	-0.017521	-0.119832	-0.102311	1790	3.044896	-3.164728	-0.000102	0	<BOS>	1790	3.044896	-3.044998	1790	0	3.044896	0.087613	0	KNOWN_REPEAT	arbitrary first plus known second	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_REPEAT	BARE			copper	to	copper	copper to copper	NONE		copper to copper	4	["co", "pper", " to", " copper"]	[1073, 2848, 284, 15317]	3	1	4	 copper	-0.017521	0.446476	0.463996	698	1.779839	-1.333363	0.446476	4	 copper	1888	2.957283	-2.510807	1888	0	2.957283	0.550308	1	KNOWN_REPEAT	predeclared arbitrary member repeated	to	NOVEL_REPEAT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_DISTINCT	BARE			copper	to	garden	copper to garden	NONE		copper to garden	4	["co", "pper", " to", " garden"]	[1073, 2848, 284, 11376]	3	1	4	 garden	-0.017521	-0.145777	-0.128256	1888	2.430009	-2.575786	-0.000102	0	<BOS>	1888	2.957283	-2.957385	1888	0	2.957283	0.550308	0	KNOWN_REPEAT	two predeclared arbitrary members	to	NOVEL_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_NO_CONNECTOR	BARE			shoulder		shoulder	shoulder shoulder	NONE		shoulder shoulder	3	["sh", "oulder", " shoulder"]	[1477, 17601, 8163]	2	1	3	 shoulder	-0.138435	-0.116253	0.022182	1790	2.566003	-2.682256	-0.000102	0	<BOS>	1790	2.860513	-2.860615	1790	0	2.860513	0.145295	0	KNOWN_REPEAT	known repetition with connector removed	to	NO_CONNECTOR	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_NO_CONNECTOR	BARE			copper		copper	copper copper	NONE		copper copper	3	["co", "pper", " copper"]	[1073, 2848, 15317]	2	1	3	 copper	-0.142561	-0.099764	0.042796	715	1.684629	-1.784394	-0.000102	0	<BOS>	1888	2.957283	-2.957385	1888	0	2.957283	0.550308	0	KNOWN_REPEAT	arbitrary repetition with connector removed	to	NO_CONNECTOR	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_REPEAT	V9_SPACE		 	shoulder	to	shoulder	shoulder to shoulder	NONE		 shoulder to shoulder	3	[" shoulder", " to", " shoulder"]	[8163, 284, 8163]	2	1	3	 shoulder	-0.012191	4.079755	4.091946	2659	3.416232	0.663523	4.079755	3	 shoulder	1790	3.611859	0.467897	541	1	4.079755	0.467897	1	KNOWN_REPEAT	known member repeated in native connector frame	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_RELATED	V9_SPACE		 	shoulder	to	knee	shoulder to knee	NONE		 shoulder to knee	3	[" shoulder", " to", " knee"]	[8163, 284, 10329]	2	1	3	 knee	-0.012191	2.334198	2.346389	2659	2.460787	-0.126589	2.334198	3	 knee	1790	3.611859	-1.277661	1790	0	3.611859	0.454366	1	KNOWN_REPEAT	known first plus related distinct second	to	RELATED_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_ARBITRARY	V9_SPACE		 	shoulder	to	garden	shoulder to garden	NONE		 shoulder to garden	3	[" shoulder", " to", " garden"]	[8163, 284, 11376]	2	1	3	 garden	-0.012191	0.03702	0.049211	1888	2.590872	-2.553852	0.03702	3	 garden	1790	3.611859	-3.574839	1790	0	3.611859	0.454366	1	KNOWN_REPEAT	known first plus arbitrary distinct second	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_KNOWN	V9_SPACE		 	copper	to	shoulder	copper to shoulder	NONE		 copper to shoulder	3	[" copper", " to", " shoulder"]	[15317, 284, 8163]	2	1	3	 shoulder	-0.024915	-0.046275	-0.02136	1790	2.982034	-3.028309	-0.000102	0	<BOS>	1888	3.452473	-3.452575	1888	0	3.452473	0.470439	0	KNOWN_REPEAT	arbitrary first plus known second	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_REPEAT	V9_SPACE		 	copper	to	copper	copper to copper	NONE		 copper to copper	3	[" copper", " to", " copper"]	[15317, 284, 15317]	2	1	3	 copper	-0.024915	1.855633	1.880547	2566	2.542098	-0.686465	1.855633	3	 copper	1888	3.452473	-1.596841	1888	0	3.452473	0.840388	1	KNOWN_REPEAT	predeclared arbitrary member repeated	to	NOVEL_REPEAT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_DISTINCT	V9_SPACE		 	copper	to	garden	copper to garden	NONE		 copper to garden	3	[" copper", " to", " garden"]	[15317, 284, 11376]	2	1	3	 garden	-0.024915	-0.16924	-0.144325	1888	2.643294	-2.812533	-0.000102	0	<BOS>	1888	3.452473	-3.452575	1888	0	3.452473	0.840388	0	KNOWN_REPEAT	two predeclared arbitrary members	to	NOVEL_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_NO_CONNECTOR	V9_SPACE		 	shoulder		shoulder	shoulder shoulder	NONE		 shoulder shoulder	2	[" shoulder", " shoulder"]	[8163, 8163]	1	1	2	 shoulder	-0.161864	-0.168107	-0.006243	1790	2.884526	-3.052633	-0.000102	0	<BOS>	1790	3.611859	-3.61196	1790	0	3.611859	0.454366	0	KNOWN_REPEAT	known repetition with connector removed	to	NO_CONNECTOR	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_NO_CONNECTOR	V9_SPACE		 	copper		copper	copper copper	NONE		 copper copper	2	[" copper", " copper"]	[15317, 15317]	1	1	2	 copper	-0.120533	-0.156416	-0.035883	1691	2.283111	-2.439528	-0.000102	0	<BOS>	1888	3.452473	-3.452575	1888	0	3.452473	0.901649	0	KNOWN_REPEAT	arbitrary repetition with connector removed	to	NO_CONNECTOR	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_REPEAT	THE_PHRASE	the phrase 		shoulder	to	shoulder	shoulder to shoulder	NONE		the phrase shoulder to shoulder	5	["the", " phrase", " shoulder", " to", " shoulder"]	[1169, 9546, 8163, 284, 8163]	4	1	5	 shoulder	-0.023426	4.283243	4.306669	2659	3.756585	0.526658	4.283243	5	 shoulder	2659	3.756585	0.526658	541	1	4.283243	0.526658	1	KNOWN_REPEAT	known member repeated in native connector frame	to	KNOWN_REPEAT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_RELATED	THE_PHRASE	the phrase 		shoulder	to	knee	shoulder to knee	NONE		the phrase shoulder to knee	5	["the", " phrase", " shoulder", " to", " knee"]	[1169, 9546, 8163, 284, 10329]	4	1	5	 knee	-0.023426	2.224697	2.248124	2659	2.214697	0.010001	2.224697	5	 knee	2073	3.233145	-1.008448	2073	0	3.233145	0.48939	1	KNOWN_REPEAT	known first plus related distinct second	to	RELATED_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_ARBITRARY	THE_PHRASE	the phrase 		shoulder	to	garden	shoulder to garden	NONE		the phrase shoulder to garden	5	["the", " phrase", " shoulder", " to", " garden"]	[1169, 9546, 8163, 284, 11376]	4	1	5	 garden	-0.023426	0.179155	0.202581	1888	2.313628	-2.134473	0.179155	5	 garden	2073	3.233145	-3.05399	2073	0	3.233145	0.48939	1	KNOWN_REPEAT	known first plus arbitrary distinct second	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__ARBITRARY_KNOWN__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_KNOWN	THE_PHRASE	the phrase 		copper	to	shoulder	copper to shoulder	NONE		the phrase copper to shoulder	5	["the", " phrase", " copper", " to", " shoulder"]	[1169, 9546, 15317, 284, 8163]	4	1	5	 shoulder	-0.006786	0.005628	0.012414	1790	2.988774	-2.983146	0.005628	5	 shoulder	2073	3.233145	-3.227517	2073	0	3.233145	0.244371	1	KNOWN_REPEAT	arbitrary first plus known second	to	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_REPEAT	THE_PHRASE	the phrase 		copper	to	copper	copper to copper	NONE		the phrase copper to copper	5	["the", " phrase", " copper", " to", " copper"]	[1169, 9546, 15317, 284, 15317]	4	1	5	 copper	-0.006786	1.778962	1.785748	2566	2.732725	-0.953763	1.778962	5	 copper	2073	3.233145	-1.454183	2073	0	3.233145	0.48939	1	KNOWN_REPEAT	predeclared arbitrary member repeated	to	NOVEL_REPEAT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
FRAME_CROSS__TO_SHOULDER__ARBITRARY_DISTINCT__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_DISTINCT	THE_PHRASE	the phrase 		copper	to	garden	copper to garden	NONE		the phrase copper to garden	5	["the", " phrase", " copper", " to", " garden"]	[1169, 9546, 15317, 284, 11376]	4	1	5	 garden	-0.006786	-0.164436	-0.15765	1888	2.425072	-2.589508	-0.000102	0	<BOS>	2073	3.233145	-3.233247	2073	0	3.233145	0.48939	0	KNOWN_REPEAT	two predeclared arbitrary members	to	NOVEL_DISTINCT	HELDOUT_FAMILIAR	shoulder	knee	copper	garden
